step,train_loss,raw_reward,grad_norm,router_aux_loss,ppo_kl,global_expert_0_weight,global_expert_1_weight,global_expert_2_weight,global_expert_3_weight,pre_topk_normalized_entropy,post_topk_normalized_entropy,step_time_s,response_tokens_per_s,actor_train_tokens_per_s,update_weights_time_s
143,0.03022701666,0.484375,0.01034525316,0.01025761012,0,0.2494078577,0.2439613938,0.2501127124,0.2565180659,0.9042001963,0.9364972711,237.4597015,2666.208252,9892.068359,4.070566654
144,0.04106653854,0.21875,0.01027542539,0.01026809122,0,0.2528846264,0.2462272644,0.2500276566,0.2508604527,0.9015772343,0.9345418811,243.7494202,2694.205322,9992.65918,3.940264702
145,0.08464057744,0.6875,0.01272959728,0.01024877001,0,0.2509668469,0.2434802204,0.2505341768,0.2550187707,0.9022752643,0.9350649714,213.0879059,2560.548828,10091.10254,4.376245499
146,0.03576751798,0.296875,0.01154841017,0.01027543657,0,0.2516654134,0.241284132,0.2522197962,0.2548306584,0.9043162465,0.9366503358,253.3237152,2560.19458,9967.999023,4.398199081
147,0.03639303893,0.546875,0.01355331484,0.01025417633,0,0.2484431565,0.2446694523,0.2511336505,0.2557537258,0.903681457,0.9360228181,227.3521423,2747.429688,9747.949219,4.01409626
148,0.05170876533,0.375,0.01026297174,0.0102584539,0,0.2520138919,0.2442974746,0.2486267686,0.2550618649,0.902844429,0.9352714419,228.4367218,2980.151367,10152.69141,3.891618967
149,0.06200516224,0.421875,0.01043663174,0.01023208816,0,0.250692457,0.2461511195,0.2492031902,0.2539532483,0.9034991264,0.9361048937,230.5723724,2595.0896,10236.89648,3.897812128
150,0.07179486752,0.0625,0.00997914467,0.01025971584,0,0.2494604141,0.24485825,0.2489403188,0.2567410171,0.9049855471,0.9370465279,257.9457092,2933.892334,9843.791992,4.038144112
151,0.04535655305,0.40625,0.00899900496,0.01029515732,0,0.2498629987,0.2457376271,0.2523261905,0.2520731986,0.9048720002,0.9372745156,216.4151154,2708.761963,9870.732422,4.911129951
152,0.06234764308,0.890625,0.009956978261,0.01026249956,0,0.2486509234,0.2428687811,0.2500102818,0.2584700286,0.9044814706,0.9367384911,196.6512451,2473.993896,10180.33887,3.919549942
153,0.04082854837,0.328125,0.01024353225,0.01025496796,0,0.2497265935,0.2451737076,0.2501115501,0.2549881339,0.9045497775,0.9367235303,241.747879,2763.296143,9420.275391,4.45886755
154,0.03805463016,0.640625,0.01186043583,0.01024446078,0,0.250305891,0.2451769412,0.2498816848,0.254635483,0.9037674069,0.9362392426,218.7846222,2485.654541,9654.486328,4.904862404
155,0.02904793248,0.234375,0.009166704491,0.01026735362,0,0.2520982921,0.2436451316,0.2519413233,0.252315253,0.9033691883,0.935852766,250.6914825,2603.945801,9730.633789,3.868032217
156,0.05362123996,0.265625,0.01028841268,0.01026118081,0,0.2490536273,0.2453301996,0.2485732138,0.2570429742,0.9044241905,0.9365000725,248.8846741,2941.358398,9937.749023,4.423939705
157,0.0004844463838,0.359375,0.003801784245,0.01025525667,0,0.2533288896,0.2445956916,0.2497851849,0.2522902489,0.9054892063,0.9373269081,227.3496857,2731.910645,9729.5625,4.517389297
158,0.04583017156,0.390625,0.01093652938,0.01022871211,0,0.2505618334,0.2459376007,0.2503550649,0.2531454861,0.9033866525,0.9356091619,240.0671692,2716.514648,9846.644531,4.872696877
159,0.02253142931,0.078125,0.01195858791,0.0102529237,0,0.2516599,0.2440878749,0.2510161996,0.2532359958,0.9057335854,0.9374154806,264.1300659,2973.072998,9954.364258,3.858035564
160,0.05942045152,0.25,0.01018849015,0.0102165658,0,0.2500630617,0.2432474643,0.2514825463,0.2552069426,0.9038577676,0.9361051917,220.8564301,2753.770752,9938.24707,4.391643524
161,0.03655377403,0.21875,0.01156423055,0.01026093867,0,0.251229018,0.2446302176,0.2532116175,0.250929147,0.9048790336,0.9368184209,251.0649872,3078.904053,9675.390625,4.102121353
162,0.08131662011,0.171875,0.01234103832,0.01027729455,0,0.2506197095,0.2461168617,0.2498605251,0.2534028888,0.9051864743,0.9371132255,240.2866516,2925.755615,9721.472656,4.33142519
163,0.06024660915,0.078125,0.01040405035,0.01023854036,0,0.250831157,0.2432534397,0.2528066635,0.2531087399,0.9043511152,0.9365813732,267.4654541,2900.838379,9627.460938,3.905480146
164,0.03566770256,0.171875,0.01001052558,0.01024426147,0,0.2532148957,0.2444938868,0.2491229028,0.2531683147,0.9044220448,0.936625421,240.9259033,2925.75415,10228.75391,3.971827745
165,0.07117051631,0.234375,0.01112035662,0.01023786329,0,0.250285238,0.2448220998,0.2493900061,0.255502671,0.9052917361,0.937202692,260.7912292,2980.433594,9867.714844,4.469412804
166,0.0118674105,0.359375,0.009351754561,0.01023144089,0,0.2468832433,0.2478680462,0.2507874668,0.2544612288,0.9044623375,0.9364338517,238.8667297,2422.204102,9396.62207,4.352257252
167,0.04670161009,0.734375,0.01263552438,0.01020881347,0,0.2508571446,0.2457432002,0.2499632537,0.2534363866,0.9050660133,0.9370007515,213.5081177,2746.068848,10193.16211,4.54106617
168,0.02914436907,0.390625,0.009791140445,0.01020285487,0,0.2517122924,0.2447627932,0.2491691113,0.254355818,0.9042294621,0.936417222,219.5805817,2268.952881,9791.660156,3.874469995
169,0.0764907673,0.4375,0.01134866755,0.01021667011,0,0.2500787079,0.2467467338,0.2494537532,0.2537207901,0.9049885869,0.9367521405,240.5120087,2532.043945,9953.706055,4.653378487
170,0.05651637167,0.609375,0.009281786159,0.010230029,0,0.2503709793,0.245327577,0.2497348636,0.2545665801,0.9057264328,0.9375149012,216.0266113,2464.571289,10247.0918,4.679260254
171,0.04458916932,0.5,0.01132672187,0.01020855829,0,0.2489264011,0.2454604357,0.2501792014,0.2554339767,0.9048706889,0.9368790984,220.1053772,2639.512939,9793.730469,4.350479126
172,0.06277158111,0.328125,0.01058774069,0.01024953183,0,0.251788348,0.2467450202,0.2479487509,0.2535178661,0.906242609,0.9378302097,227.6435394,2791.610107,9832.34375,3.88365984
173,0.05420991778,0.15625,0.009268851951,0.01022677682,0,0.2524647713,0.2448936701,0.2510651052,0.2515764236,0.9047563672,0.9367599487,249.4108887,2888.121826,10218.28223,4.903406143
174,0.04179561511,-0.171875,0.01020022854,0.0102444645,0,0.2479442358,0.2463370562,0.2501452267,0.2555734813,0.9061080217,0.9380431175,254.5077515,3012.819824,9812.522461,4.014897346
175,0.04011813179,0.03125,0.01411247998,0.01023272891,0,0.2531256974,0.2454391569,0.2493851632,0.2520499825,0.9044058323,0.9362732172,259.1685181,2938.273682,9910.577148,4.02596283
176,0.04229710624,0.421875,0.01024863869,0.01023425534,0,0.2502605617,0.2465582639,0.2520079017,0.2511732578,0.9044648409,0.9364574552,229.2656403,2812.575684,9862.239258,4.702321053
177,0.04668739811,0.484375,0.008837230504,0.0102039203,0,0.2495591044,0.2435493618,0.2510930002,0.2557985187,0.9051800966,0.9370128512,219.7689362,2623.468994,9716.994141,4.375070572
178,0.06922686845,0.515625,0.01181347482,0.0101993084,0,0.2511588037,0.2442051172,0.2527729571,0.2518630922,0.9033173919,0.9355652332,219.2601318,2627.230957,9975.413086,3.946932793
179,0.03304547444,0.140625,0.01033227984,0.01022783574,0,0.2501089871,0.2447766364,0.2514282763,0.2536861002,0.9066207409,0.9380517006,253.6736755,2776.776123,10142.36523,4.455657005
180,0.01012716629,0.109375,0.008170921355,0.01023356337,0,0.2487278581,0.2458598316,0.2519815862,0.2534307241,0.9062781334,0.9376860857,235.7556763,2848.372559,9810.09082,4.58514595
181,0.02174327523,0.5,0.009508194402,0.01020913385,0,0.2491043955,0.2470376641,0.247188583,0.2566693425,0.9060696959,0.9378433228,218.0598755,2712.777832,10148.56738,4.357972145
182,0.04073932394,0.296875,0.007115862798,0.01021346729,0,0.2493455112,0.2473845929,0.250711292,0.252558589,0.9054849148,0.9371487498,245.1124573,2653.504395,10217.07129,3.958261251
183,0.05825257301,0.234375,0.009686494246,0.01021268219,0,0.2490840256,0.2450117916,0.2500475943,0.2558566332,0.9053613544,0.9368909001,243.0088348,2645.496582,10086.73926,3.944346189
184,0.03189996257,0.078125,0.007729531266,0.01019605715,0,0.2493102103,0.2452473938,0.2519580126,0.2534843981,0.9053986073,0.9372088909,247.3317566,2775.733398,9868.625,4.036318779
185,0.05155032873,0.640625,0.01087064017,0.01021964662,0,0.2522445321,0.2474459559,0.2483098358,0.251999706,0.9060189724,0.937541306,207.4821167,2577.291992,9950.586914,3.869513512
186,0.04152015969,0.609375,0.01368403435,0.0102048032,0,0.2495962977,0.2475986034,0.2500319183,0.2527731657,0.9061020017,0.9376009107,223.0258331,2610.222412,9936.954102,4.490632057
187,0.06790414453,0.515625,0.01204508729,0.01016891561,0,0.249264583,0.2470727116,0.2485930324,0.2550696433,0.9050854445,0.9368098378,243.2195892,2793.763428,10168.17676,4.547785759
188,0.03442896158,0.28125,0.009192788042,0.01019219402,0,0.2473991662,0.2484369427,0.2486680299,0.2554958761,0.9050170779,0.9368184209,239.9721222,2710.773193,9892.12207,4.819715977
189,0.02392892912,0.0625,0.01034743618,0.01022154745,0,0.2485753,0.2456606627,0.2524301112,0.2533339262,0.907571435,0.9384865761,249.729187,2916.319092,10083.00098,4.447434425
190,0.02381859906,0.546875,0.01044840645,0.01020144206,0,0.2495263964,0.2472653389,0.2484060377,0.254802227,0.9047756195,0.9367306828,211.6311035,2519.950928,10086.94824,4.459655285
191,0.06460496038,0.5,0.01742176712,0.0101877749,0,0.2498920411,0.2474444807,0.2490212172,0.253642261,0.907124579,0.9384247065,225.9974823,2778.424805,9878.1875,4.578399658
192,0.04788130522,0.234375,0.009955123067,0.01017912012,0,0.2517803013,0.2453929037,0.2481313795,0.2546954155,0.9063737392,0.9378870726,244.6340027,2598.48999,9895.431641,3.935665846
193,0.04584445059,0.765625,0.01108485553,0.01016916241,0,0.2495065928,0.247923404,0.2484921515,0.2540778518,0.9051103592,0.9369077086,207.0243225,2525.853027,10300.28418,4.447416782
194,0.04112797976,0.546875,0.007685981691,0.01016945392,0,0.2521751523,0.2442416847,0.2469964176,0.2565867603,0.9067285657,0.9381381869,204.5840607,2317.365479,10192.11133,4.872195244
195,0.04795960337,0.296875,0.00670879893,0.01021141931,0,0.250346154,0.2441428453,0.2513465285,0.2541644871,0.9052048922,0.9369938374,239.5493927,2829.470947,10162.21387,4.580863476
196,0.01382268872,0.296875,0.01005747169,0.01019384433,0,0.250025034,0.2443715334,0.2500801384,0.2555232942,0.9072853923,0.9384374619,242.9440613,2502.246826,9964.263672,4.648375034
197,0.03389481455,0.34375,0.008949186653,0.0102051571,0,0.2487343699,0.2474911362,0.2499680966,0.2538064122,0.9061823487,0.9376738071,231.2337341,2909.545166,9879.755859,4.042890549
198,0.04676522315,0.390625,0.008426296525,0.01019301359,0,0.2505073249,0.2472180575,0.2503391504,0.251935482,0.9056612849,0.93735677,222.3219147,2716.569824,10022.73242,4.45024395
199,0.02712068334,0.40625,0.008644258603,0.0102014849,0,0.2507201135,0.2487093657,0.2484033406,0.2521671951,0.9067389965,0.9380508661,221.5131989,2483.518066,10121.17871,4.411872864
